country name,province,confirmed,death
Afghanistan,,175525,7636
Albania,,272412,3483
Algeria,,265346,6860
Andorra,,38794,152
Angola,,98855,1900
Antarctica,,11,0
Antigua and Barbuda,,7461,135
Argentina,,8955458,126955
Armenia,,421592,8560
Australia,Australian Capital Territory,57278,34
Australia,New South Wales,1421796,1964
Australia,Northern Territory,43986,31
Australia,Queensland,612629,615
Australia,South Australia,170346,219
Australia,Tasmania,54555,26
Australia,Victoria,1105776,2619
Australia,Western Australia,29839,12
Austria,,2972647,15113
Azerbaijan,,789883,9558
Bahamas,,33180,771
Bahrain,,532265,1462
Bangladesh,,1948471,29097
Barbados,,56551,323
Belarus,,934187,6608
Belgium,Antwerp,547514,0
Belgium,Brussels,415235,0
Belgium,East Flanders,463641,0
Belgium,Flemish Brabant,334041,0
Belgium,Hainaut,419566,0
Belgium,Liege,348523,0
Belgium,Limburg,257470,0
Belgium,Luxembourg,94955,0
Belgium,Namur,162813,0
Belgium,Unknown,53288,30313
Belgium,Walloon Brabant,136593,0
Belgium,West Flanders,375483,0
Belize,,56976,652
Benin,,26575,163
Bhutan,,15946,7
Bolivia,,896315,21470
Bosnia and Herzegovina,,372817,15599
Botswana,,263950,2619
Brazil,Acre,123060,1985
Brazil,Alagoas,293873,6770
Brazil,Amapa,160169,2116
Brazil,Amazonas,576542,14134
Brazil,Bahia,1512970,29418
Brazil,Ceara,1232276,26504
Brazil,Distrito Federal,687012,11488
Brazil,Espirito Santo,1029872,14208
Brazil,Goias,1199520,25925
Brazil,Maranhao,417031,10838
Brazil,Mato Grosso,714295,14779
Brazil,Mato Grosso do Sul,510376,10423
Brazil,Minas Gerais,3249737,60079
Brazil,Para,729850,17926
Brazil,Paraiba,583564,10142
Brazil,Parana,2369525,42587
Brazil,Pernambuco,855083,21177
Brazil,Piaui,366202,7691
Brazil,Rio Grande do Norte,482421,8079
Brazil,Rio Grande do Sul,2197750,38606
Brazil,Rio de Janeiro,2022417,72067
Brazil,Rondonia,382076,7107
Brazil,Roraima,154258,2137
Brazil,Santa Catarina,1638500,21518
Brazil,Sao Paulo,5087770,165667
Brazil,Sergipe,321838,6276
Brazil,Tocantins,300114,4120
Brunei,,100173,155
Bulgaria,,1107888,35995
Burkina Faso,,20751,375
Burma,,602321,19398
Burundi,,38209,38
Cabo Verde,,55904,401
Cambodia,,133263,3043
Cameroon,,119322,1926
Canada,Alberta,529736,3986
Canada,British Columbia,351415,2929
Canada,Diamond Princess,0,1
Canada,Grand Princess,13,0
Canada,Manitoba,132295,1703
Canada,New Brunswick,40654,313
Canada,Newfoundland and Labrador,28103,72
Canada,Northwest Territories,9400,20
Canada,Nova Scotia,47089,212
Canada,Nunavut,3200,5
Canada,Ontario,1131621,12667
Canada,Prince Edward Island,18905,16
Canada,Quebec,932174,14126
Canada,Repatriated Travellers,13,0
Canada,Saskatchewan,128289,1135
Canada,Yukon,3533,22
Central African Republic,,14320,113
Chad,,7260,190
Chile,Antofagasta,116482,1418
Chile,Araucania,195467,1803
Chile,Arica y Parinacota,53311,647
Chile,Atacama,60258,430
Chile,Aysen,22406,135
Chile,Biobio,312257,3257
Chile,Coquimbo,113030,1278
Chile,Los Lagos,178265,1758
Chile,Los Rios,97221,878
Chile,Magallanes,47659,575
Chile,Maule,210471,2119
Chile,Metropolitana,1250345,21370
Chile,Nuble,88290,791
Chile,OHiggins,133410,1790
Chile,Tarapaca,77541,950
Chile,Unknown,43,0
Chile,Valparaiso,274337,4084
China,Anhui,1013,6
China,Beijing,1583,9
China,Chongqing,624,6
China,Fujian,1590,1
China,Gansu,407,2
China,Guangdong,5558,8
China,Guangxi,1237,2
China,Guizhou,162,2
China,Hainan,193,6
China,Hebei,1536,7
China,Heilongjiang,2098,13
China,Henan,2699,22
China,Hong Kong,551233,2869
China,Hubei,68380,4512
China,Hunan,1235,4
China,Inner Mongolia,1662,1
China,Jiangsu,1830,0
China,Jiangxi,959,1
China,Jilin,869,3
China,Liaoning,1040,2
China,Macau,82,0
China,Ningxia,122,0
China,Qinghai,30,0
China,Shaanxi,2871,3
China,Shandong,1464,7
China,Shanghai,4677,7
China,Shanxi,295,0
China,Sichuan,1539,3
China,Tianjin,1189,3
China,Tibet,1,0
China,Unknown,0,0
China,Xinjiang,996,3
China,Yunnan,1992,2
China,Zhejiang,2299,1
Colombia,Amazonas,7552,264
Colombia,Antioquia,917041,18198
Colombia,Arauca,16254,523
Colombia,Atlantico,401757,10113
Colombia,Bolivar,196811,3236
Colombia,Boyaca,124643,2773
Colombia,Caldas,116781,2521
Colombia,Capital District,1761354,29218
Colombia,Caqueta,24865,1015
Colombia,Casanare,41534,994
Colombia,Cauca,72082,1783
Colombia,Cesar,106259,2665
Colombia,Choco,18575,426
Colombia,Cordoba,118866,3924
Colombia,Cundinamarca,317322,7247
Colombia,Guainia,2753,37
Colombia,Guaviare,5582,105
Colombia,Huila,100153,3490
Colombia,La Guajira,56195,1519
Colombia,Magdalena,114668,3619
Colombia,Meta,104793,2529
Colombia,Narino,104349,3297
Colombia,Norte de Santander,119398,5061
Colombia,Putumayo,20456,769
Colombia,Quindio,70731,2051
Colombia,Risaralda,106184,2464
Colombia,San Andres y Providencia,10147,154
Colombia,Santander,282475,8136
Colombia,Sucre,65602,1713
Colombia,Tolima,124165,3990
Colombia,Unknown,0,300
Colombia,Valle del Cauca,539529,14975
Colombia,Vaupes,1887,19
Colombia,Vichada,3392,61
Comoros,,8051,160
Congo (Brazzaville),,24041,378
Congo (Kinshasa),,86271,1335
Costa Rica,,820445,8142
Cote d'Ivoire,,81571,795
Croatia,,1067589,15276
Cuba,,1074469,8502
Cyprus,,341383,886
Czechia,,3653041,39032
Denmark,Faroe Islands,34658,28
Denmark,Greenland,11832,20
Denmark,,2908721,5008
Diamond Princess,,712,13
Djibouti,,15564,189
Dominica,,11462,62
Dominican Republic,,576220,4372
Ecuador,,843760,35316
Egypt,,493658,24257
El Salvador,,156364,4093
Equatorial Guinea,,15894,183
Eritrea,,9718,103
Estonia,,523279,2320
Eswatini,,69351,1391
Ethiopia,,469095,7482
Fiji,,64060,834
Finland,,703052,2573
France,French Guiana,77931,394
France,French Polynesia,69586,643
France,Guadeloupe,126256,919
France,Martinique,122782,899
France,Mayotte,36703,187
France,New Caledonia,59163,304
France,Reunion,310181,680
France,Saint Barthelemy,3780,6
France,Saint Pierre and Miquelon,1220,1
France,St Martin,9912,63
France,Wallis and Futuna,454,7
France,,22599285,136694
Gabon,,47564,303
Gambia,,11963,365
Georgia,,1629930,16456
Germany,Baden-Wurttemberg,2362130,14562
Germany,Bayern,3099116,21759
Germany,Berlin,782238,4288
Germany,Brandenburg,571838,5276
Germany,Bremen,122686,693
Germany,Hamburg,367922,2336
Germany,Hessen,1156773,9337
Germany,Mecklenburg-Vorpommern,283853,1836
Germany,Niedersachsen,1206167,7656
Germany,Nordrhein-Westfalen,3395588,22706
Germany,Rheinland-Pfalz,658477,5082
Germany,Saarland,180510,1431
Germany,Sachsen,1025717,14401
Germany,Sachsen-Anhalt,465490,4819
Germany,Schleswig-Holstein,366226,2177
Germany,Thuringen,460184,6669
Germany,Unknown,83957,0
Ghana,,160667,1444
Greece,,2561503,26366
Grenada,,13690,216
Guatemala,,798400,17116
Guinea,,36427,440
Guinea-Bissau,,8039,168
Guyana,,63090,1224
Haiti,,30430,827
Holy See,,29,0
Honduras,,414714,10812
Hungary,,1809917,44549
Iceland,,153244,76
India,Andaman and Nicobar Islands,10025,129
India,Andhra Pradesh,2318617,14729
India,Arunachal Pradesh,64477,296
India,Assam,724170,6639
India,Bihar,830321,12255
India,Chandigarh,91826,1165
India,Chhattisgarh,1151658,14033
India,Dadra and Nagar Haveli and Daman and Diu,11440,4
India,Delhi,1862255,26140
India,Goa,245162,3829
India,Gujarat,1223418,10938
India,Haryana,983453,10580
India,Himachal Pradesh,283894,4124
India,Jammu and Kashmir,453347,4749
India,Jharkhand,434756,5315
India,Karnataka,3943108,40006
India,Kerala,6516524,66462
India,Ladakh,28144,228
India,Lakshadweep,11401,52
India,Madhya Pradesh,1040378,10733
India,Maharashtra,7869857,143745
India,Manipur,136931,2116
India,Meghalaya,93625,1586
India,Mizoram,219630,665
India,Nagaland,35441,757
India,Odisha,1286245,9102
India,Puducherry,165756,1962
India,Punjab,758562,17722
India,Rajasthan,1281775,9547
India,Sikkim,39098,444
India,Tamil Nadu,3451469,38021
India,Telangana,790043,4111
India,Tripura,100869,919
India,Unknown,0,0
India,Uttar Pradesh,2069494,23486
India,Uttarakhand,436804,7688
India,West Bengal,2016094,21182
Indonesia,,5826589,151135
Iran,,7107167,138433
Iraq,,2310539,25082
Ireland,,1328644,6578
Israel,,3690974,10322
Italy,Abruzzo,273273,3006
Italy,Basilicata,87850,782
Italy,Calabria,233237,2158
Italy,Campania,1240518,9854
Italy,Emilia-Romagna,1204720,16033
Italy,Friuli Venezia Giulia,313502,4819
Italy,Lazio,1112165,10529
Italy,Liguria,354228,5142
Italy,Lombardia,2373318,38845
Italy,Marche,340627,3619
Italy,Molise,41382,577
Italy,P.A. Bolzano,192802,1420
Italy,P.A. Trento,141504,1527
Italy,Piemonte,994150,13109
Italy,Puglia,768082,7760
Italy,Sardegna,187466,2104
Italy,Sicilia,831421,9681
Italy,Toscana,880603,9179
Italy,Umbria,193798,1754
Italy,Valle d'Aosta,31814,522
Italy,Veneto,1362882,13937
Jamaica,,128246,2835
Japan,Aichi,358069,1785
Japan,Akita,11519,40
Japan,Aomori,25470,72
Japan,Chiba,298981,1455
Japan,Ehime,19383,121
Japan,Fukui,15981,40
Japan,Fukuoka,256765,1030
Japan,Fukushima,27461,189
Japan,Gifu,57695,292
Japan,Gunma,57235,264
Japan,Hiroshima,80234,423
Japan,Hokkaido,188241,1837
Japan,Hyogo,289618,1936
Japan,Ibaraki,85211,329
Japan,Ishikawa,28240,176
Japan,Iwate,13149,64
Japan,Kagawa,22052,86
Japan,Kagoshima,34689,138
Japan,Kanagawa,505130,1837
Japan,Kochi,13709,89
Japan,Kumamoto,54361,253
Japan,Kyoto,135668,509
Japan,Mie,45896,255
Japan,Miyagi,46200,156
Japan,Miyazaki,20477,100
Japan,Nagano,34172,156
Japan,Nagasaki,29105,111
Japan,Nara,62832,303
Japan,Niigata,32572,80
Japan,Oita,26563,111
Japan,Okayama,53641,211
Japan,Okinawa,106661,430
Japan,Osaka,707967,4210
Japan,Port Quarantine,4463,4
Japan,Saga,26238,68
Japan,Saitama,350092,1227
Japan,Shiga,56108,159
Japan,Shimane,7290,8
Japan,Shizuoka,100292,357
Japan,Tochigi,50739,214
Japan,Tokushima,13030,76
Japan,Tokyo,1086519,3867
Japan,Tottori,7578,10
Japan,Toyama,21767,68
Japan,Unknown,8,0
Japan,Wakayama,24637,106
Japan,Yamagata,13486,74
Japan,Yamaguchi,23702,147
Japan,Yamanashi,18859,57
Jordan,,1654677,13882
Kazakhstan,,1392427,18983
Kenya,,323129,5641
Kiribati,,3006,13
"Korea, South",,5539650,9646
Kosovo,,226729,3122
Kuwait,,624573,2549
Kyrgyzstan,,200671,2969
Laos,,144759,634
Latvia,,719813,5384
Lebanon,,1081463,10176
Lesotho,,32716,697
Liberia,,7387,294
Libya,,499132,6321
Liechtenstein,,13471,79
Lithuania,,944968,8562
Luxembourg,,189830,1000
MS Zaandam,,9,2
Madagascar,,63791,1373
Malawi,,85461,2620
Malaysia,Johor,339741,4197
Malaysia,Kedah,258795,2371
Malaysia,Kelantan,229386,1342
Malaysia,Melaka,104124,1028
Malaysia,Negeri Sembilan,161298,1385
Malaysia,Pahang,144552,879
Malaysia,Perak,163154,1582
Malaysia,Perlis,14121,155
Malaysia,Pulau Pinang,231211,1850
Malaysia,Sabah,355892,3057
Malaysia,Sarawak,272142,1636
Malaysia,Selangor,1017168,10293
Malaysia,Terengganu,106647,802
Malaysia,Unknown,0,0
Malaysia,W.P. Kuala Lumpur,278542,2738
Malaysia,W.P. Labuan,18992,152
Malaysia,W.P. Putrajaya,15434,30
Maldives,,173666,297
Mali,,30402,725
Malta,,72268,612
Marshall Islands,,7,0
Mauritania,,58656,981
Mauritius,,169796,904
Mexico,Aguascalientes,61896,3471
Mexico,Baja California,130298,12115
Mexico,Baja California Sur,101481,2622
Mexico,Campeche,33570,2227
Mexico,Chiapas,34977,2391
Mexico,Chihuahua,126494,9834
Mexico,Ciudad de Mexico,1368159,42359
Mexico,Coahuila,143749,8724
Mexico,Colima,54254,2181
Mexico,Durango,67757,3563
Mexico,Guanajuato,277441,14759
Mexico,Guerrero,97817,6678
Mexico,Hidalgo,90040,8334
Mexico,Jalisco,234773,19252
Mexico,Mexico,529522,46780
Mexico,Michoacan,93277,8751
Mexico,Morelos,66937,5182
Mexico,Nayarit,57757,3139
Mexico,Nuevo Leon,310054,14863
Mexico,Oaxaca,118239,6083
Mexico,Puebla,167248,16302
Mexico,Queretaro,140362,6139
Mexico,Quintana Roo,91107,4337
Mexico,San Luis Potosi,180943,7418
Mexico,Sinaloa,120203,9566
Mexico,Sonora,162739,9995
Mexico,Tabasco,189410,6017
Mexico,Tamaulipas,141507,7913
Mexico,Tlaxcala,43201,3058
Mexico,Unknown,0,0
Mexico,Veracruz,172939,15991
Mexico,Yucatan,108510,6537
Mexico,Zacatecas,67332,3827
Micronesia,,1,0
Moldova,,506222,11304
Monaco,,9654,51
Mongolia,,914016,2177
Montenegro,,231227,2690
Morocco,,1161848,16029
Mozambique,,225159,2198
Namibia,,157366,4014
Nepal,,977709,11949
Netherlands,Aruba,33732,212
Netherlands,"Bonaire, Sint Eustatius and Saba",7633,31
Netherlands,Curacao,39185,264
Netherlands,Drenthe,159931,438
Netherlands,Flevoland,158925,324
Netherlands,Friesland,233832,597
Netherlands,Gelderland,824090,2698
Netherlands,Groningen,200111,342
Netherlands,Limburg,455848,2110
Netherlands,Noord-Brabant,1083401,3607
Netherlands,Noord-Holland,1142360,3267
Netherlands,Overijssel,470829,1382
Netherlands,Sint Maarten,9599,85
Netherlands,Unknown,84139,21
Netherlands,Utrecht,569102,1511
Netherlands,Zeeland,143117,371
Netherlands,Zuid-Holland,1470546,4987
New Zealand,Cook Islands,2,0
New Zealand,,286750,65
Nicaragua,,18203,226
Niger,,8774,307
Nigeria,,254777,3142
North Macedonia,,300398,9104
Norway,,1333793,1753
Oman,,385769,4249
Pakistan,Azad Jammu and Kashmir,43149,790
Pakistan,Balochistan,35403,377
Pakistan,Gilgit-Baltistan,11598,191
Pakistan,Islamabad,134736,1019
Pakistan,Khyber Pakhtunkhwa,217690,6294
Pakistan,Punjab,503279,13535
Pakistan,Sindh,570934,8085
Palau,,3888,6
Panama,,758613,8125
Papua New Guinea,,41533,639
Paraguay,,645020,18510
Peru,Amazonas,43598,1332
Peru,Ancash,124283,7046
Peru,Apurimac,38472,1607
Peru,Arequipa,210750,10166
Peru,Ayacucho,47860,2300
Peru,Cajamarca,95346,4405
Peru,Callao,145812,10437
Peru,Cusco,116075,5094
Peru,Huancavelica,25429,1253
Peru,Huanuco,51696,2851
Peru,Ica,102912,8871
Peru,Junin,124954,7384
Peru,La Libertad,145559,10849
Peru,Lambayeque,104765,9186
Peru,Lima,1594692,92474
Peru,Loreto,57696,4365
Peru,Madre de Dios,17645,835
Peru,Moquegua,48089,1604
Peru,Pasco,23744,1086
Peru,Piura,156821,12974
Peru,Puno,65013,4668
Peru,San Martin,61623,3126
Peru,Tacna,53526,2109
Peru,Tumbes,26808,1678
Peru,Ucayali,39316,3207
Peru,Unknown,6455,345
Philippines,,3669283,57182
Poland,,5774938,113002
Portugal,,3367469,21267
Qatar,,358694,672
Romania,,2781086,64156
Russia,Adygea Republic,46098,924
Russia,Altai Krai,249649,8164
Russia,Altai Republic,32707,587
Russia,Amur Oblast,97527,723
Russia,Arkhangelsk Oblast,219403,1596
Russia,Astrakhan Oblast,112290,2870
Russia,Bashkortostan Republic,251090,5350
Russia,Belgorod Oblast,120469,2071
Russia,Bryansk Oblast,150934,3575
Russia,Buryatia Republic,129248,2901
Russia,Chechen Republic,42509,1072
Russia,Chelyabinsk Oblast,299577,7103
Russia,Chukotka Autonomous Okrug,5208,41
Russia,Chuvashia Republic,74764,4471
Russia,Dagestan Republic,90593,3554
Russia,Ingushetia Republic,39654,544
Russia,Irkutsk Oblast,262047,7982
Russia,Ivanovo Oblast,102996,2905
Russia,Jewish Autonomous Okrug,16182,486
Russia,Kabardino-Balkarian Republic,59372,1792
Russia,Kaliningrad Oblast,155183,1661
Russia,Kalmykia Republic,48228,821
Russia,Kaluga Oblast,97828,1371
Russia,Kamchatka Krai,37923,598
Russia,Karachay-Cherkess Republic,44228,977
Russia,Karelia Republic,128192,1416
Russia,Kemerovo Oblast,149978,2169
Russia,Khabarovsk Krai,184503,1460
Russia,Khakassia Republic,85161,2276
Russia,Khanty-Mansi Autonomous Okrug,200589,2436
Russia,Kirov Oblast,144715,907
Russia,Komi Republic,163374,2969
Russia,Kostroma Oblast,83909,1250
Russia,Krasnodar Krai,236767,10500
Russia,Krasnoyarsk Krai,350986,10163
Russia,Kurgan Oblast,94062,1255
Russia,Kursk Oblast,109386,2317
Russia,Leningrad Oblast,175399,3385
Russia,Lipetsk Oblast,134140,3359
Russia,Magadan Oblast,19090,382
Russia,Mari El Republic,43681,1065
Russia,Mordovia Republic,62040,1293
Russia,Moscow,2714926,41945
Russia,Moscow Oblast,949024,14381
Russia,Murmansk Oblast,129714,3150
Russia,Nenets Autonomous Okrug,6957,93
Russia,Nizhny Novgorod Oblast,386109,11205
Russia,North Ossetia - Alania Republic,39575,1222
Russia,Novgorod Oblast,94743,967
Russia,Novosibirsk Oblast,240388,5115
Russia,Omsk Oblast,196285,3958
Russia,Orel Oblast,102709,1773
Russia,Orenburg Oblast,198567,3769
Russia,Penza Oblast,166289,5368
Russia,Perm Krai,340647,8475
Russia,Primorsky Krai,161443,1841
Russia,Pskov Oblast,102511,1628
Russia,Rostov Oblast,341838,10467
Russia,Ryazan Oblast,107975,3122
Russia,Saint Petersburg,1467836,32466
Russia,Sakha (Yakutiya) Republic,164640,2040
Russia,Sakhalin Oblast,62238,775
Russia,Samara Oblast,356404,7238
Russia,Saratov Oblast,221777,5712
Russia,Smolensk Oblast,123116,2824
Russia,Stavropol Krai,187967,6869
Russia,Sverdlovsk Oblast,391277,10381
Russia,Tambov Oblast,104674,2256
Russia,Tatarstan Republic,128001,1766
Russia,Tomsk Oblast,112424,760
Russia,Tula Oblast,143034,4920
Russia,Tver Oblast,151294,2609
Russia,Tyumen Oblast,175418,4014
Russia,Tyva Republic,44190,342
Russia,Udmurt Republic,156953,3674
Russia,Ulyanovsk Oblast,181510,4432
Russia,Vladimir Oblast,141224,3260
Russia,Volgograd Oblast,194813,6495
Russia,Vologda Oblast,173797,3476
Russia,Voronezh Oblast,348445,7822
Russia,Yamalo-Nenets Autonomous Okrug,131320,1017
Russia,Yaroslavl Oblast,144960,2551
Russia,Zabaykalsky Krai,154940,2205
Rwanda,,129569,1459
Saint Kitts and Nevis,,5537,42
Saint Lucia,,22811,364
Saint Vincent and the Grenadines,,8321,106
Samoa,,41,0
San Marino,,14629,112
Sao Tome and Principe,,5939,72
Saudi Arabia,,748121,9013
Senegal,,85775,1962
Serbia,,1932814,15512
Seychelles,,39605,163
Sierra Leone,,7666,125
Singapore,,885593,1110
Slovakia,,2231352,18786
Slovenia,,909863,6382
Solomon Islands,,8491,118
Somalia,,26400,1359
South Africa,,3688423,99656
South Sudan,,17034,137
Spain,Andalusia,1359285,12931
Spain,Aragon,400300,4904
Spain,Asturias,196571,2515
Spain,Baleares,257609,1223
Spain,C. Valenciana,1311303,9070
Spain,Canarias,304014,1599
Spain,Cantabria,127062,778
Spain,Castilla - La Mancha,476140,7109
Spain,Castilla y Leon,659849,8306
Spain,Catalonia,2303011,18478
Spain,Ceuta,19012,145
Spain,Extremadura,240447,2244
Spain,Galicia,543395,3129
Spain,La Rioja,90108,909
Spain,Madrid,1611492,17546
Spain,Melilla,20350,152
Spain,Murcia,379297,2177
Spain,Navarra,225068,1502
Spain,Pais Vasco,657197,6275
Spain,Unknown,0,0
Sri Lanka,,654336,16361
Sudan,,61643,4865
Summer Olympics 2020,,865,0
Suriname,,78654,1319
Sweden,Blekinge,29136,153
Sweden,Dalarna,67852,430
Sweden,Gavleborg,72575,645
Sweden,Gotland,11260,60
Sweden,Halland,103098,412
Sweden,Jamtland Harjedalen,32209,165
Sweden,Jonkoping,85219,641
Sweden,Kalmar,58916,311
Sweden,Kronoberg,48357,370
Sweden,Norrbotten,47667,355
Sweden,Orebro,90393,425
Sweden,Ostergotland,93307,755
Sweden,Skane,334322,2227
Sweden,Sormland,62095,554
Sweden,Stockholm,564363,5093
Sweden,Uppsala,87859,640
Sweden,Varmland,63408,288
Sweden,Vasterbotten,54952,271
Sweden,Vasternorrland,52117,555
Sweden,Vastmanland,74425,449
Sweden,Vastra Gotaland,429422,2894
Switzerland,,3008537,13213
Syria,,55193,3105
Taiwan*,,20999,853
Tajikistan,,17786,125
Tanzania,,33726,800
Thailand,,3111857,23512
Timor-Leste,,22777,129
Togo,,36843,272
Tonga,,1220,0
Trinidad and Tobago,,131378,3669
Tunisia,,1017907,27989
Turkey,,14458881,95954
US,Alabama,15555,205
US,Alabama,55142,657
US,Alabama,5456,94
US,Alabama,6398,99
US,Alabama,14856,227
US,Alabama,2283,51
US,Alabama,5041,124
US,Alabama,32144,599
US,Alabama,8445,158
US,Alabama,5102,81
US,Alabama,10774,195
US,Alabama,2039,35
US,Alabama,7059,97
US,Alabama,4082,78
US,Alabama,3550,68
US,Alabama,13325,228
US,Alabama,16208,245
US,Alabama,2840,67
US,Alabama,2932,56
US,Alabama,9249,224
US,Alabama,3778,95
US,Alabama,24449,356
US,Alabama,12436,222
US,Alabama,8342,235
US,Alabama,18659,316
US,Alabama,22920,335
US,Alabama,9968,161
US,Alabama,28721,618
US,Alabama,4949,93
US,Alabama,9831,137
US,Alabama,6200,156
US,Alabama,1858,48
US,Alabama,4672,101
US,Alabama,4446,71
US,Alabama,24959,484
US,Alabama,14978,230
US,Alabama,183690,2248
US,Alabama,3687,62
US,Alabama,23978,375
US,Alabama,7605,153
US,Alabama,37559,322
US,Alabama,24747,276
US,Alabama,2603,75
US,Alabama,3840,78
US,Alabama,88558,905
US,Alabama,5155,104
US,Alabama,8035,147
US,Alabama,27149,376
US,Alabama,112855,1593
US,Alabama,5261,78
US,Alabama,54517,891
US,Alabama,35902,490
US,Alabama,0,0
US,Alabama,2089,43
US,Alabama,5210,98
US,Alabama,7419,128
US,Alabama,5055,74
US,Alabama,10012,83
US,Alabama,60025,428
US,Alabama,25165,404
US,Alabama,2563,48
US,Alabama,22213,358
US,Alabama,11326,227
US,Alabama,55307,738
US,Alabama,0,0
US,Alabama,18508,424
US,Alabama,3719,57
US,Alabama,2866,43
US,Alabama,7558,122
US,Alaska,1035,3
US,Alaska,1679,2
US,Alaska,101164,511
US,Alaska,9666,40
US,Alaska,0,0
US,Alaska,807,1
US,Alaska,1890,9
US,Alaska,952,8
US,Alaska,395,1
US,Alaska,1558,11
US,Alaska,27204,134
US,Alaska,600,1
US,Alaska,8016,20
US,Alaska,17247,101
US,Alaska,3841,21
US,Alaska,4882,11
US,Alaska,3916,12
US,Alaska,34016,234
US,Alaska,5558,5
US,Alaska,4294,11
US,Alaska,4305,14
US,Alaska,699,3
US,Alaska,1390,8
US,Alaska,2260,6
US,Alaska,136,0
US,Alaska,2004,18
US,Alaska,891,1
US,Alaska,0,0
US,Alaska,457,1
US,Alaska,502,5
US,Alaska,1378,9
US,American Samoa,352,0
US,Arizona,21912,586
US,Arizona,31019,540
US,Arizona,43086,456
US,Arizona,16863,359
US,Arizona,11890,172
US,Arizona,2203,31
US,Arizona,5129,133
US,Arizona,1248818,15855
US,Arizona,56913,1388
US,Arizona,37678,854
US,Arizona,0,0
US,Arizona,250137,3663
US,Arizona,128929,1549
US,Arizona,16561,226
US,Arizona,17,0
US,Arizona,47443,1143
US,Arizona,62171,1135
US,Arkansas,5652,78
US,Arkansas,5078,62
US,Arkansas,8584,239
US,Arkansas,66079,795
US,Arkansas,9342,168
US,Arkansas,2981,46
US,Arkansas,939,9
US,Arkansas,6030,97
US,Arkansas,2753,57
US,Arkansas,5226,77
US,Arkansas,4071,90
US,Arkansas,6402,123
US,Arkansas,2244,35
US,Arkansas,5302,89
US,Arkansas,5419,59
US,Arkansas,36913,320
US,Arkansas,15728,241
US,Arkansas,13905,214
US,Arkansas,4780,78
US,Arkansas,1731,29
US,Arkansas,3010,38
US,Arkansas,4648,66
US,Arkansas,34827,306
US,Arkansas,3775,71
US,Arkansas,2655,85
US,Arkansas,22718,483
US,Arkansas,4390,59
US,Arkansas,15761,167
US,Arkansas,4503,58
US,Arkansas,11052,125
US,Arkansas,3740,48
US,Arkansas,10547,200
US,Arkansas,3861,65
US,Arkansas,5984,56
US,Arkansas,18516,268
US,Arkansas,6680,76
US,Arkansas,1277,30
US,Arkansas,5160,73
US,Arkansas,2886,58
US,Arkansas,4900,66
US,Arkansas,3237,90
US,Arkansas,5070,73
US,Arkansas,19711,231
US,Arkansas,3886,59
US,Arkansas,3337,85
US,Arkansas,9418,161
US,Arkansas,13197,195
US,Arkansas,1915,31
US,Arkansas,1487,56
US,Arkansas,2156,44
US,Arkansas,1703,45
US,Arkansas,5405,95
US,Arkansas,2487,35
US,Arkansas,4746,94
US,Arkansas,2547,41
US,Arkansas,7886,122
US,Arkansas,4092,140
US,Arkansas,18309,194
US,Arkansas,1952,41
US,Arkansas,102236,1142
US,Arkansas,4961,80
US,Arkansas,30585,314
US,Arkansas,2268,39
US,Arkansas,2091,42
US,Arkansas,32493,505
US,Arkansas,5821,69
US,Arkansas,4588,100
US,Arkansas,7058,88
US,Arkansas,2887,61
